ID;EAN;ItemGroup;Supplier;Price;Pieces;Colour
20331;22304864305000;sandwiches;Pellentesque Tincidunt Inc.;409.20;31;green
20332;90351595699122;sandwiches;Odio Vel Corporation;436.31;37;violet
20333;42008590689467;sandwiches;Lacus Aliquam Incorporated;357.82;64;yellow
20334;96680091055629;soups;Suspendisse Institute;41.55;62;orange
20335;30609968787677;noodles;Purus Limited;306.77;26;yellow
20336;87239225705599;seafood;Suspendisse Corporation;605.89;71;yellow
20337;17057186699479;seafood;Quis Diam Ltd;984.42;76;violet
20338;59647993175376;seafood;Leo Morbi Incorporated;938.44;55;violet
20339;87503307810840;pasta;In Institute;557.57;90;violet
20340;87267477365582;noodles;Tortor Nibh Ltd;70.77;29;green
20341;24962903866433;pies;Erat Volutpat LLC;637.19;66;blue
20342;70361516979339;soups;Adipiscing Enim LLC;435.30;85;orange
20343;53425425755561;soups;Bibendum PC;895.76;76;green
20344;43542020488075;noodles;In Consequat Enim Institute;518.94;98;yellow
20345;93240257204634;noodles;Lorem Ipsum Incorporated;88.45;30;yellow
20346;71991859220053;seafood;Eget Venenatis A Ltd;400.56;23;indigo
20347;27889065145727;soups;Volutpat Nulla Dignissim Foundation;907.08;3;indigo
20348;19332050718774;seafood;Risus A PC;585.00;43;indigo
20349;80335242423172;pasta;Tincidunt Nunc Ac Limited;371.97;38;blue
20350;81672094461179;soups;Dolor Sit Corp.;151.80;62;violet
20351;57479249696439;seafood;Turpis Non LLC;709.42;13;yellow
20352;41516311998757;soups;Fusce Mi LLP;232.55;72;red
20353;71402194267853;soups;Commodo Tincidunt Inc.;323.28;86;orange
20354;31415071225985;pies;Cursus Industries;882.53;70;orange
20355;86160577594743;salads;Dictum Mi Ac Corp.;361.02;29;green
20356;10326795700605;cereals;Ligula Aliquam Erat Foundation;741.66;15;indigo
20357;36452979642110;desserts;Et Malesuada LLP;455.53;81;indigo
20358;22811482734475;seafood;Felis Adipiscing Limited;914.16;28;red
20359;98892640500946;sandwiches;Vehicula Et Associates;280.68;37;blue
20360;43858068971791;pies;Eu Augue Institute;973.06;30;yellow
20361;12003258042823;pasta;Mauris Eu Foundation;579.31;85;indigo
20362;27467016444028;salads;Libero Est Consulting;873.46;66;yellow
20363;38663467328488;noodles;Malesuada Fringilla Est LLC;134.59;43;yellow
20364;62845286103421;noodles;Non Lorem Vitae Company;343.81;9;blue
20365;26350946547445;stews;Fermentum PC;778.24;62;violet
20366;14532211629635;cereals;Sed Pede Cum PC;277.64;72;indigo
20367;79575541087419;sandwiches;Bibendum Sed Est Institute;793.97;23;blue
20368;74707737584787;cereals;Consectetuer Incorporated;168.40;78;orange
20369;40356899972881;soups;Neque Tellus LLC;321.70;87;blue
20370;47068652924842;desserts;Luctus Curabitur Egestas Corp.;929.34;8;orange
20371;27520578664968;salads;Eu Dui Industries;77.08;63;green
20372;61653294572803;desserts;Enim Etiam Gravida LLC;910.89;96;blue
20373;73766900121292;sandwiches;Non Egestas A LLC;772.85;5;blue
20374;34203824786638;salads;Adipiscing LLP;623.96;68;red
20375;47399365344227;pasta;Dictum Augue LLC;897.15;23;orange
20376;91970750700426;pasta;Consectetuer Incorporated;307.96;57;violet
20377;16388972612533;desserts;Ac Corporation;585.36;70;orange
20378;68207905436738;stews;Quisque Varius Nam Limited;525.77;77;blue
20379;97314718308857;desserts;Arcu LLC;412.74;30;green
20380;99456491122233;salads;Cursus Inc.;161.09;87;orange
20381;74282525739451;seafood;Magna Lorem Inc.;764.82;15;indigo
20382;93955990509615;soups;Lacus Ut Ltd;139.76;86;blue
20383;44827768711705;cereals;Phasellus LLC;711.08;34;orange
20384;99529080202375;cereals;Libero Est Corp.;998.87;35;red
20385;32560895848443;pasta;Purus Institute;956.42;85;indigo
20386;40156975116525;noodles;Magna Sed PC;71.73;54;violet
20387;35292196696536;soups;Malesuada Ut Inc.;451.69;87;blue
20388;42449018831107;stews;At Arcu LLC;719.39;38;green
20389;70080147125976;pasta;Cursus Diam Corporation;171.48;25;blue
20390;52186361500095;pasta;Purus Nullam Company;136.98;31;orange
20391;75671168054946;soups;Lacus Incorporated;301.07;19;green
20392;73107541072851;sandwiches;Nam Ligula Inc.;751.18;93;orange
20393;23455627624173;desserts;Vel Venenatis Associates;312.00;5;green
20394;50651155996211;sandwiches;Ullamcorper Nisl Arcu Institute;722.58;94;red
20395;86590460675846;salads;Lorem Luctus LLC;381.56;51;green
20396;89072344993921;soups;Id Libero Corp.;600.58;10;violet
20397;94003193230746;seafood;Adipiscing Mauris PC;660.70;38;orange
20398;47223255764859;pasta;Consequat Dolor Incorporated;734.86;26;yellow
20399;88216368799103;pasta;Molestie In Tempus Industries;486.91;21;orange
20400;23385132797558;pasta;Lorem Institute;848.06;64;orange
20401;89652041653876;desserts;Amet Inc.;826.75;22;orange
20402;55885347213919;pasta;Egestas Blandit Incorporated;834.14;27;red
20403;66671422000798;cereals;Praesent Interdum Limited;649.01;15;blue
20404;14358648999067;noodles;Sit PC;420.99;97;yellow
20405;92547665817026;cereals;Phasellus Dolor Associates;202.85;50;indigo
20406;92061782328174;cereals;Dapibus Incorporated;351.71;96;blue
20407;35528174807607;desserts;Aliquet Magna Inc.;733.84;28;blue
20408;27431850595825;pasta;Rutrum Justo Praesent PC;768.61;20;blue
20409;93602801916407;stews;Aliquet Libero Associates;470.96;2;violet
20410;89494560296646;desserts;Vel Ltd;57.78;46;yellow
20411;66313613601181;seafood;Lacus Ltd;631.27;1;blue
20412;92459959517175;pasta;Elementum At Corp.;827.63;9;blue
20413;57985314381046;sandwiches;Augue Ac LLP;31.24;69;yellow
20414;82341215236712;desserts;Auctor Incorporated;80.20;46;yellow
20415;71113950897166;seafood;Nec Mollis Vitae Institute;25.78;76;yellow
20416;13307840747977;pies;Sodales Inc.;213.40;58;green
20417;60903263744122;cereals;Dictum Eu Corp.;349.70;80;indigo
20418;96058672655760;noodles;Suspendisse Tristique Institute;649.86;38;green
20419;52412515088609;desserts;Metus Urna LLP;886.02;21;yellow
20420;92061204678596;pasta;Lacinia Orci Consectetuer LLP;873.67;68;red
20421;88975967040243;soups;Vestibulum Nec Euismod Institute;604.51;57;yellow
20422;18509323274188;noodles;Lobortis Class Incorporated;481.12;33;violet
20423;53153944884121;desserts;Nunc Ac Industries;899.92;88;indigo
20424;81587657916196;sandwiches;A LLP;809.21;62;red
20425;57935225693720;pasta;Non Cursus Non Associates;933.52;23;blue
20426;90586394024264;pasta;Commodo Ltd;339.44;23;red
20427;10037581668518;cereals;Sit Inc.;924.28;2;indigo
20428;67707862742010;seafood;Ut Nec Urna Limited;882.22;26;red
20429;86567682217597;sandwiches;Nunc Mauris Limited;215.86;36;violet
20430;73238122363117;noodles;Est Vitae Associates;232.75;50;red
20431;27603777584524;salads;Sociis Natoque Penatibus PC;683.36;38;blue
20432;21959964028186;cereals;Dolor LLP;735.11;50;red
20433;11572336126560;salads;Nec Enim PC;42.44;52;green
20434;60632253462926;desserts;Ante Vivamus Non Institute;510.78;51;indigo
20435;54767993453438;sandwiches;Luctus Ipsum Leo Corporation;897.30;44;green
20436;66271400593687;pasta;Lorem Inc.;784.86;12;blue
20437;61054702525197;sandwiches;Dolor Quisque PC;139.93;84;yellow
20438;65816156322567;noodles;Ornare Foundation;189.40;96;green
20439;92013020576740;desserts;Suspendisse Aliquet Corp.;679.52;90;orange
20440;32252337635489;pies;Scelerisque Neque Institute;425.57;63;blue
20441;18572292005797;pies;Elit PC;34.94;72;orange
20442;82058011129864;seafood;Risus Odio LLC;763.19;92;red
20443;74335021056399;sandwiches;Euismod Enim Etiam LLP;149.82;61;violet
20444;32680259780388;pies;Est Mauris Inc.;754.67;5;blue
20445;19691361054614;pies;Erat Company;406.01;48;yellow
20446;48369236577384;pies;Lectus Ante Limited;822.72;52;yellow
20447;77142282765719;sandwiches;Eu Elit Consulting;848.63;35;indigo
20448;40623221003418;pasta;Mauris Molestie Pharetra Foundation;613.24;44;violet
20449;77485329329435;sandwiches;Sed Est Ltd;425.49;58;indigo
20450;65436751162429;seafood;Pede Blandit PC;128.58;57;orange
20451;44137884252734;stews;Sem Ut Dolor PC;675.22;58;blue
20452;99706974484974;seafood;Lobortis Nisi Industries;717.67;8;yellow
20453;48397576222884;pies;Sed Limited;777.74;34;blue
20454;49384380122266;salads;Egestas Limited;868.08;77;indigo
20455;42919082868540;seafood;Tincidunt Vehicula Foundation;92.35;33;yellow
20456;25883227919084;stews;Odio Semper Foundation;543.92;93;green
20457;85019885079613;noodles;Amet Metus Consulting;557.33;30;red
20458;94924932323159;pasta;Risus A LLC;899.65;34;yellow
20459;37258023248453;cereals;Dolor Tempus Non Associates;556.03;69;green
20460;91539691504919;soups;Sodales At LLC;49.01;36;indigo
20461;54955086520900;pasta;Erat Eget Inc.;653.07;50;green
20462;78524912395038;seafood;Rhoncus Id Mollis Inc.;618.30;17;indigo
20463;75601299779648;seafood;Dolor Sit Amet Ltd;323.29;42;violet
20464;84025288934829;seafood;Euismod Urna Associates;760.67;29;blue
20465;78292178038167;pasta;Vel LLP;704.95;79;violet
20466;89130797647610;pasta;Eu Neque LLP;580.58;67;blue
20467;89788440687442;cereals;Et Magnis Industries;441.05;34;orange
20468;29801210111720;cereals;Aliquet Industries;580.75;51;green
20469;22746668582058;pasta;Nunc Quis Incorporated;651.20;28;violet
20470;60746546412969;cereals;Suscipit Est Ac Corp.;913.66;36;green
20471;67621106757014;noodles;Laoreet Inc.;67.51;45;indigo
20472;15911403701462;noodles;Class Aptent Taciti Incorporated;440.41;36;red
20473;56870344961254;pasta;Erat Etiam Vestibulum Corporation;933.66;57;blue
20474;96082932919654;cereals;Id Mollis Institute;135.69;76;green
20475;40556265626800;soups;Quisque Limited;147.77;27;indigo
20476;10437415530591;sandwiches;Erat Limited;943.84;46;green
20477;68687493105333;pasta;Eget Lacus PC;724.80;41;yellow
20478;26929781427896;noodles;Metus Aliquam LLP;875.84;7;violet
20479;76316036601831;noodles;In Faucibus Orci LLC;914.05;68;violet
20480;30704753850916;seafood;Velit Justo Nec Ltd;527.53;10;blue
20481;22819736404833;desserts;Lobortis LLP;709.85;19;indigo
20482;23686488605186;stews;Sem Vitae Aliquam Associates;881.92;94;blue
20483;58720292199398;pies;Ornare Facilisis Eget Corp.;854.23;21;blue
20484;96686734626045;soups;Mus Proin PC;953.39;23;orange
20485;28641438267132;pies;Quam Ltd;656.33;39;yellow
20486;35353442565154;pasta;Nec Company;432.69;12;violet
20487;32869727260035;sandwiches;Mollis Nec Associates;170.09;60;orange
20488;50065793991347;seafood;Neque LLC;204.81;76;yellow
20489;64268010463161;salads;Congue Limited;974.28;55;violet
20490;56896993058748;pies;Libero Est Congue Limited;942.29;26;indigo
20491;49374513602524;pasta;Nisi LLC;923.62;45;orange
20492;70115060108984;seafood;Tristique Pellentesque Limited;119.76;82;orange
20493;96023201768994;pasta;Sit Amet Institute;707.45;53;yellow
20494;20872628509157;sandwiches;Augue Associates;455.88;36;violet
20495;22996830206214;stews;Phasellus At Corporation;647.96;85;blue
20496;34396007773818;soups;Non Dapibus Rutrum Industries;328.28;61;red
20497;99790724978742;seafood;In Consequat Incorporated;39.57;50;yellow
20498;63249757060830;seafood;Scelerisque Neque Corp.;625.49;25;green
30000;91602566659577;desserts;Et Commodo LLP;373.82;89;blue
30001;25650326238979;soups;Ullamcorper Velit Industries;790.85;37;indigo
30002;18945697290796;pies;Vulputate Company;172.44;95;yellow
30003;73783695890435;pies;Non Limited;958.78;91;blue
30004;54594011517335;pasta;At Augue Corporation;464.17;75;blue
30005;50832821324530;soups;Ad Litora Foundation;754.76;43;orange
30006;29392909465880;desserts;Duis Risus Company;768.72;12;red
30007;77088995242184;noodles;Eget Volutpat Ornare Ltd;362.96;55;green
30008;82056182582856;pasta;Duis Dignissim Corporation;830.38;93;violet
30009;70983171610066;noodles;Ligula Eu Foundation;821.21;14;red
30010;88019680914483;seafood;Fusce Ltd;26.11;7;orange
30011;88801607598038;sandwiches;Interdum Consulting;706.60;93;yellow
30012;82643842540121;salads;In Consequat Incorporated;307.81;6;orange
30013;60853785136807;desserts;Massa Quisque Foundation;858.74;72;indigo
30014;98333015882980;sandwiches;Dolor Institute;982.15;90;blue
30015;39313586077496;stews;Vestibulum Ante Associates;597.61;59;green
30016;55962508317286;soups;Velit Industries;291.93;95;blue
30017;87530546218758;noodles;Turpis Industries;704.35;79;orange
30018;25026563588872;desserts;Turpis Industries;610.51;11;yellow
30019;17928697307286;noodles;In Consulting;645.92;99;blue
30020;61315276905384;seafood;Nisi Dictum Limited;619.24;15;orange
30021;53508099427998;seafood;Consectetuer Adipiscing Associates;749.28;64;indigo
30022;35890071739403;seafood;Metus Aliquam Associates;577.78;2;green
30023;60249745724693;salads;Duis Risus Odio Associates;892.14;79;indigo
30024;18642113423741;pies;Vestibulum Nec Euismod Limited;371.50;84;orange
30025;98131736384244;cereals;Semper Tellus Id Company;992.32;37;indigo
30026;38363823510889;stews;Elit Pharetra PC;466.34;41;orange
30027;55945389718691;cereals;Sem Molestie Sodales Limited;392.93;11;blue
30028;54488469412895;soups;Et Pede Nunc Incorporated;530.31;12;yellow
30029;75167806943410;pies;Auctor Velit Foundation;588.81;53;violet
30030;73153249724407;desserts;Vivamus Euismod Foundation;576.25;86;violet
30031;74166667116868;desserts;Sagittis Semper LLP;958.51;63;violet
30032;31427688526042;soups;Gravida Industries;929.79;63;yellow
30033;36459636107005;sandwiches;At Arcu Vestibulum Institute;792.95;62;orange
30034;71762693431970;pies;Sit Amet PC;634.23;76;indigo
30035;70571143381998;seafood;Amet Lorem Corp.;746.66;65;violet
30036;36471989524100;pasta;Sed Ltd;970.45;17;green
30037;54538822168738;cereals;Non Corp.;787.51;60;yellow
30038;22514347907847;seafood;Malesuada Vel Consulting;975.14;10;indigo
30039;83676503988610;cereals;Non Sollicitudin Industries;335.98;25;green
30040;58649278397998;pies;Neque Sed PC;707.58;22;yellow
30041;43151050773712;seafood;Arcu Associates;938.46;84;green
30042;41607364266186;desserts;Magna Praesent Interdum Corp.;933.51;4;red
30043;73612448265465;stews;At Ltd;671.88;4;yellow
30044;31949305506217;pies;Semper Auctor Associates;791.59;75;orange
30045;83223460539496;salads;Ligula Aliquam Erat Incorporated;140.05;66;indigo
30046;93166381463013;desserts;Ullamcorper Duis Consulting;679.04;64;blue
30047;32477270613413;cereals;In Faucibus Morbi Associates;89.27;72;yellow
30048;47945671528241;noodles;Velit Quisque Company;948.93;83;red
30049;82135033672009;stews;Magna Praesent Ltd;920.23;71;indigo
30050;22010324194042;noodles;Tellus Corp.;521.01;33;blue
30051;60885913298481;sandwiches;Hendrerit Id Ante Incorporated;621.75;74;blue
30052;20101598223345;cereals;Quis Diam Incorporated;669.01;14;indigo
30053;75558901599858;desserts;Eget Ipsum Donec Corp.;369.52;65;yellow
30054;73228417849177;pasta;Purus In Institute;267.55;56;green
30055;77758060564961;salads;Dignissim Magna LLC;338.93;13;green
30056;83845357631809;seafood;Nonummy Fusce Limited;137.60;14;indigo
30057;37432365004567;pasta;Nunc Risus Incorporated;468.85;43;indigo
30058;92812686084947;pies;Ornare LLC;986.72;82;violet
30059;83465081972297;seafood;Maecenas Consulting;970.80;8;red
30060;26901446003555;pies;Mus Proin Corporation;226.70;6;indigo
30061;55694549875291;noodles;Venenatis Vel Institute;74.72;33;green
30062;64044261820191;soups;Leo Elementum Sem Corp.;504.73;32;violet
30063;83484138089795;seafood;Eget Metus Eu PC;233.93;27;blue
30064;46468896698158;noodles;Amet Faucibus Associates;827.75;32;yellow
30065;36652601254072;seafood;Phasellus Dolor Ltd;390.28;82;violet
30066;31662739263421;soups;Sollicitudin Orci LLC;767.67;88;indigo
30067;59123524297555;soups;Adipiscing Lobortis Risus Corporation;573.13;32;green
30068;82621807746892;seafood;Cursus Et Inc.;583.80;55;violet
30069;58766698896548;soups;Ut Eros Foundation;870.44;14;violet
30070;66421811918745;soups;In Lorem Associates;714.87;5;violet
30071;97063457164961;soups;Turpis Nec Company;853.02;32;green
30072;24651808770468;pasta;Quam A Ltd;930.32;2;indigo
30073;98956200568070;stews;Sed Nunc Industries;404.39;8;violet
30074;67004272630289;soups;Ipsum Leo Corporation;589.30;35;indigo
30075;50677883511374;pies;Volutpat Nulla Corporation;778.53;43;orange
30076;27737568095098;pasta;Class Aptent Taciti Associates;196.03;55;green
30077;88116670155286;soups;Sed Turpis Nec Foundation;549.65;20;green
30078;28580979977985;seafood;Erat Vel Institute;85.96;63;orange
30079;43617603884823;soups;Lorem Vehicula Et Institute;455.26;25;indigo
30080;34145890854267;desserts;Cras Inc.;898.11;90;orange
30081;94074949487723;noodles;Arcu Vivamus Limited;98.90;58;red
30082;59547470382289;noodles;Libero Nec Ligula Industries;698.88;57;green
30083;16639197421912;seafood;Imperdiet Erat Nonummy Incorporated;542.98;9;orange
30084;46533976120091;seafood;Cursus Luctus Institute;77.41;70;yellow
30085;87243671761247;soups;Ipsum Phasellus Vitae Incorporated;109.33;2;indigo
30086;47467120031997;sandwiches;Molestie Consulting;234.05;67;yellow
30087;36259765582975;seafood;Non Enim Commodo Industries;310.48;82;violet
30088;91856775276973;sandwiches;Tincidunt Adipiscing Corp.;472.08;75;blue
30089;60139237515306;noodles;Massa Suspendisse Incorporated;918.17;75;indigo
30090;88221525129548;desserts;Cursus Et Corporation;727.20;12;green
30091;12501361300344;stews;Libero Industries;400.17;61;violet
30092;21873235190863;sandwiches;Aptent Corp.;743.80;70;blue
30093;39653803121477;seafood;Fusce Fermentum Inc.;133.78;31;green
30094;99789327452432;cereals;Habitant Morbi Corp.;152.41;48;blue
30095;31089380618058;stews;Lobortis Augue Scelerisque Corp.;105.60;33;indigo
30096;70783045643557;sandwiches;Libero Foundation;343.45;15;blue
30097;72144264009222;cereals;Lorem Ipsum Dolor LLC;529.40;2;orange
30098;52608068152627;pies;Ut Sagittis Corporation;875.25;91;green
30099;16738240195852;soups;Et Magna Industries;492.52;51;red
30100;72812283322551;cereals;Risus Limited;135.32;58;indigo
30101;10893531167336;cereals;Nulla Vulputate Dui Inc.;943.88;49;yellow
30102;18037801575144;pies;Nunc Mauris Incorporated;407.81;60;indigo
30103;79527978385434;desserts;Pede Company;130.52;98;indigo
30104;73231313081663;cereals;Ornare Placerat Associates;566.31;62;indigo
30105;16495132708802;noodles;Aenean Eget Associates;566.61;39;yellow
30106;55272307974112;sandwiches;Molestie Sed Id Ltd;745.53;35;orange
30107;18415417999705;pasta;Quam Company;960.92;33;indigo
30108;93476574597770;salads;Ultricies Adipiscing Enim Foundation;852.78;15;blue
30109;43209176410121;salads;Donec Feugiat Metus Corp.;536.68;17;yellow
30110;34864369262753;desserts;Turpis Associates;538.51;63;violet
30111;83041638768014;desserts;Vestibulum Mauris Ltd;343.59;73;indigo
30112;36453331710049;sandwiches;Ullamcorper Viverra Maecenas Inc.;661.86;55;yellow
30113;69695194593884;seafood;In PC;103.74;52;green
30114;54671272030857;noodles;Donec Corporation;714.00;3;yellow
30115;85275816998497;cereals;At Arcu Foundation;438.74;42;yellow
30116;61859966138563;pasta;Ac Libero Incorporated;91.74;34;green
30117;46670696886681;sandwiches;Vehicula Aliquet Associates;404.01;70;orange
30118;64502629636314;pies;Iaculis Odio PC;349.01;64;violet
30119;70783164730803;soups;A LLP;45.83;2;indigo
30120;32613950253116;salads;Auctor Ltd;424.02;19;green
30121;40383583307922;pies;Eu LLC;908.11;61;green
30122;22673726338613;soups;Velit Corporation;90.95;70;red
30123;21455711648850;pies;Nisi Cum Corp.;467.89;21;violet
30124;99811804642881;pies;Vestibulum Accumsan Foundation;55.79;36;orange
30125;20406356450848;seafood;Turpis Ltd;152.43;23;indigo
30126;99576885260207;stews;Sem Nulla PC;687.70;89;blue
30127;70260993488898;pies;Duis Mi Enim Associates;166.12;28;indigo
30128;12711935280519;salads;Tellus Suspendisse Sed Associates;231.94;89;violet
30129;17955946501323;noodles;Fermentum Convallis Inc.;278.08;95;blue
30130;69028556836732;soups;Eu Dui Limited;912.54;33;violet
30131;28257236445744;pies;Ligula Donec Institute;410.90;76;orange
30132;31097856945656;pasta;Sit Institute;307.62;19;red
30133;69443884858197;stews;Sit Amet Ante Industries;788.48;3;indigo
30134;72971917504032;seafood;Sed Consequat Auctor Corporation;984.58;46;blue
30135;87934437950085;cereals;Ac Eleifend Vitae LLP;77.73;23;indigo
30136;45068708352291;soups;Viverra LLC;365.40;21;orange
30137;54815133425691;desserts;Vulputate Nisi PC;789.32;10;indigo
30138;86395650202879;pasta;Eu Tempor Associates;426.01;11;indigo
30139;54995222948133;sandwiches;Semper Limited;610.55;19;orange
30140;77356930205484;noodles;Diam Pellentesque LLP;884.81;55;blue
30141;91829367539870;cereals;Enim Foundation;796.81;63;red
30142;38682771863871;sandwiches;Egestas PC;160.55;24;green
30143;17157598098988;stews;Faucibus Industries;970.57;79;orange
30144;94026862075238;sandwiches;Ac Consulting;846.85;58;blue
30145;76644179575031;seafood;Eget Massa Institute;398.71;55;yellow
30146;50628463570182;seafood;Ipsum Porta Elit LLC;927.99;12;red
30147;40700749198674;soups;Donec Felis Corporation;127.59;46;orange
30148;35987348156136;noodles;Malesuada Fringilla Est Foundation;630.14;52;indigo
30149;20223538169241;salads;Quis Tristique Ltd;543.22;73;red
30150;99143510117622;pies;Nec Luctus Felis Corporation;282.05;53;red
30151;60346446736903;salads;Pellentesque Ultricies Corp.;50.15;92;blue
30152;74628435981236;desserts;Aliquam Tincidunt Nunc LLC;167.03;55;yellow
30153;10782273990346;stews;Et Rutrum Foundation;248.46;29;green
30154;49754524343562;cereals;Hymenaeos Mauris Ut Company;478.89;80;red
30155;72406442763453;desserts;Nunc Mauris Consulting;979.32;9;red
30156;33039573452257;pasta;At Iaculis Ltd;146.14;45;green
30157;41331413685798;pasta;Lacus Incorporated;929.53;25;indigo
30158;64313348485559;seafood;Felis Ullamcorper Viverra Corporation;876.66;55;orange
30159;24921270837654;seafood;Felis Donec Limited;603.37;98;yellow
30160;72548522147725;cereals;Fermentum LLP;92.14;97;orange
30161;95597987816798;cereals;Sem Corp.;526.13;16;violet
30162;64796246015639;soups;Vulputate Foundation;548.03;28;violet
30163;88857516249804;soups;Egestas A Company;176.14;36;yellow
30164;73841896684798;seafood;Etiam Gravida Molestie Industries;57.25;2;orange
30165;71944673395479;stews;Lorem Lorem Industries;787.45;91;yellow
30166;94497101361325;stews;Enim Etiam Corporation;648.12;95;orange
30167;28020359167631;stews;Sit Amet Limited;469.28;21;violet
30168;63606571374239;soups;Sapien Cras Foundation;131.57;60;indigo
30169;96509716046591;pasta;Dictum Eleifend Institute;46.84;27;indigo
30170;72738092268668;salads;Velit Pellentesque Foundation;902.41;79;indigo
30171;70871133184268;sandwiches;Amet Consectetuer Institute;209.36;46;yellow
30172;78778277462246;pies;Nibh Vulputate Ltd;828.21;14;blue
30173;62847268710070;pasta;Risus Morbi Inc.;883.61;49;red
30174;70994980928197;sandwiches;Eu Ltd;396.92;37;yellow
30175;85060429989777;noodles;Egestas Aliquam Limited;862.34;77;violet
30176;50351982572701;sandwiches;Convallis Est Ltd;671.80;24;orange
30177;23936258206710;noodles;Ligula Consectetuer Rhoncus Industries;261.34;11;orange
30178;11451914361070;noodles;Purus Mauris Inc.;667.30;49;orange
30179;45196398501183;soups;Et Magnis Consulting;795.17;34;green
30180;93860068144133;sandwiches;Neque Pellentesque LLP;395.46;94;green
30181;40659518959138;soups;Mi Enim Condimentum Inc.;791.28;75;red
30182;24343002713754;pasta;Et Netus Consulting;66.55;57;green
30183;76145613481622;sandwiches;Nulla Dignissim LLP;481.52;68;red
30184;59273613231900;cereals;Posuere LLC;244.96;50;green
30185;39489443744598;desserts;Sed LLC;108.29;78;orange
30186;51672708199084;stews;Erat Eget Foundation;224.43;22;indigo
30187;30823098833365;cereals;Ullamcorper Nisl Institute;453.79;63;red
30188;42950978314978;salads;Aliquam Erat Institute;731.16;26;orange
30189;90395813901744;pasta;Donec At Arcu LLP;336.12;59;indigo
30190;92554955901414;cereals;Nunc Sollicitudin Associates;952.60;86;red
30191;80160439545621;sandwiches;Dolor Incorporated;499.52;44;indigo
30192;80582229770618;sandwiches;Id Erat LLP;695.05;84;violet
30193;41529434363855;seafood;Facilisis LLC;64.52;64;blue
30194;37114780225606;stews;Massa Lobortis Industries;555.68;22;red
30195;50918525512796;pasta;Velit Eget Limited;646.07;36;indigo
30196;70539104465126;sandwiches;Mauris Rhoncus LLP;583.77;12;orange
30197;98450169155755;salads;Purus Institute;117.94;41;yellow
30198;51732735724566;sandwiches;Quisque Fringilla Associates;805.60;72;orange
30199;49655620698301;cereals;Mi Pede Nonummy Inc.;443.54;60;orange
30200;66407942295387;desserts;Mauris Foundation;792.27;28;blue
30201;91207783260504;noodles;Non Egestas A Foundation;829.09;33;red
30202;33574256282394;desserts;Arcu Associates;737.99;88;green
30203;75143745011518;salads;Nullam Enim Company;376.67;60;blue
30204;66634205109161;sandwiches;Donec Feugiat Metus Ltd;200.01;38;orange
30205;83681730723444;cereals;Faucibus Orci Luctus Industries;698.65;27;green
30206;82594119594440;salads;Semper Erat Foundation;74.12;4;green
30207;21760316158072;noodles;Purus Sapien Industries;750.78;31;green
30208;12085228840748;pies;Nonummy Ac LLC;67.52;21;indigo
30209;37252622021180;sandwiches;Diam Duis Mi Industries;616.37;3;red
30210;75636304067874;pies;Ut Industries;647.65;1;green
30211;15449612612682;salads;Fringilla Cursus Industries;610.29;75;red
30212;50339111958340;salads;Vel Quam Dignissim Inc.;755.27;73;indigo
30213;85797157434962;pies;Mattis Limited;293.19;30;red
30214;36044322697805;pies;Sociis Natoque LLC;119.16;48;red
30215;24731347409316;stews;Neque PC;332.88;58;yellow
30216;99610213546754;cereals;Dictum Augue Malesuada Associates;730.07;75;indigo
30217;55391631990558;pies;Auctor Ullamcorper Associates;259.75;20;yellow
30218;54830739794009;sandwiches;Sit Amet Corp.;269.61;87;yellow
30219;82577800552612;seafood;Et Rutrum Non LLP;280.76;87;indigo
30220;17340551825176;stews;Nullam Consulting;728.22;84;red
30221;38629444306377;noodles;Fermentum Vel Ltd;427.87;7;blue
30222;66318128108442;stews;Mattis Integer Ltd;858.51;63;green
30223;58208496466254;pasta;Ut Eros LLP;257.84;90;red
30224;36546443688892;pies;Purus In Molestie Associates;965.17;74;yellow
30225;16556476397333;cereals;Blandit Mattis Cras Corporation;388.26;45;violet
30226;51868779411352;desserts;Pellentesque Habitant Foundation;410.93;31;orange
30227;36785434669336;soups;Aliquet Metus Associates;509.84;43;violet
30228;59660377717484;cereals;Turpis Vitae Incorporated;356.41;14;violet
30229;93346515092788;sandwiches;Massa Rutrum LLC;76.01;17;indigo
30230;15232097028711;desserts;Ipsum Cursus LLP;308.48;91;red
30231;27562233789464;cereals;Magna Sed Ltd;180.57;53;blue
30232;50199272544923;salads;Risus Donec LLP;27.23;62;violet
30233;65427800365176;seafood;Sit Amet Associates;552.54;33;orange
30234;71355535305060;noodles;Justo Nec Foundation;100.44;86;red
30235;37543510337853;desserts;Fringilla Est LLP;418.27;56;green
30236;59558031246689;sandwiches;Nunc Ullamcorper Industries;690.33;18;blue
30237;59228053751668;salads;Feugiat Nec Diam Institute;414.73;46;blue
30238;50389739145280;desserts;Non Lobortis Corp.;776.85;54;red
30239;94960000884769;desserts;Non Dui Nec LLP;995.73;41;orange
30240;96898856007853;pasta;Sapien Nunc LLC;205.76;8;violet
30241;14202559503896;stews;Aliquam Corp.;641.36;20;indigo
30242;50116548107129;seafood;Mattis Corp.;31.40;33;orange
30243;51157674691868;cereals;Vulputate LLP;548.70;74;orange
30244;34686070666704;stews;Neque Venenatis Limited;297.94;85;red
30245;17773326550658;cereals;Porttitor Vulputate Foundation;715.95;29;green
